"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"689",2099,"Siviriez",48,1.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dumas $/td£ $td£ 48 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Maillard $/td£ $td£ 48 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giroud $/td£ $td£ 42 $/td£  $td£ 1.64% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jaquier $/td£ $td£ 41 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Clerc $/td£ $td£ 35 $/td£  $td£ 1.36% $/td£ $/tr£¢ $/table£"
"690",2102,"Ursy",95,2.72,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Conus $/td£ $td£ 95 $/td£  $td£ 2.72% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gavillet $/td£ $td£ 57 $/td£  $td£ 1.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Deschenaux $/td£ $td£ 39 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Butty $/td£ $td£ 35 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Deillon $/td£ $td£ 34 $/td£  $td£ 0.97% $/td£ $/tr£¢ $/table£"
"691",2113,"Vuisternens-devant-Romont",74,3.15,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Menoud $/td£ $td£ 74 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Oberson $/td£ $td£ 65 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pittet $/td£ $td£ 58 $/td£  $td£ 2.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Castella $/td£ $td£ 57 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Dumas $/td£ $td£ 52 $/td£  $td£ 2.21% $/td£ $/tr£¢ $/table£"
"692",2114,"Villorsonnens",76,4.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Berset $/td£ $td£ 76 $/td£  $td£ 4.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Chassot $/td£ $td£ 72 $/td£  $td£ 4.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Defferrard $/td£ $td£ 44 $/td£  $td£ 2.88% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Page $/td£ $td£ 30 $/td£  $td£ 1.97% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Chammartin $/td£ $td£ 22 $/td£  $td£ 1.44% $/td£ $/tr£¢ $/table£"
"693",2115,"Torny",47,4.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Robatel $/td£ $td£ 47 $/td£  $td£ 4.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bugnon $/td£ $td£ 24 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Joye $/td£ $td£ 23 $/td£  $td£ 2.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kern $/td£ $td£ 18 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Toffel $/td£ $td£ 17 $/td£  $td£ 1.57% $/td£ $/tr£¢ $/table£"
"694",2117,"Villaz",55,2.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Sallin $/td£ $td£ 55 $/td£  $td£ 2.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Oberson $/td£ $td£ 45 $/td£  $td£ 1.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Nicolet $/td£ $td£ 36 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Crausaz $/td£ $td£ 30 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Curty $/td£ $td£ 22 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jordan $/td£ $td£ 22 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Richoz $/td£ $td£ 22 $/td£  $td£ 0.94% $/td£ $/tr£
¢ $/table£"
"695",2121,"Haut-Intyamon",103,6.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Beaud $/td£ $td£ 103 $/td£  $td£ 6.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Castella $/td£ $td£ 78 $/td£  $td£ 4.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Grangier $/td£ $td£ 41 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pythoud $/td£ $td£ 41 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Delacombaz $/td£ $td£ 38 $/td£  $td£ 2.25% $/td£ $/tr£¢ $/table£"
"696",2122,"Pont-en-Ogoz",85,4.22,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fragnière $/td£ $td£ 85 $/td£  $td£ 4.22% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Morard $/td£ $td£ 36 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pasquier $/td£ $td£ 26 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Perrottet $/td£ $td£ 24 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bapst $/td£ $td£ 23 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"697",2123,"Botterens",34,4.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ruffieux $/td£ $td£ 34 $/td£  $td£ 4.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Romanens $/td£ $td£ 16 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Moret $/td£ $td£ 15 $/td£  $td£ 2.02% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Barras $/td£ $td£ 13 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jahaj $/td£ $td£ 13 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Repond $/td£ $td£ 13 $/td£  $td£ 1.75% $/td£ $/tr£¢ $/table£"
"698",2124,"Broc",45,1.6,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Sudan $/td£ $td£ 45 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Barras $/td£ $td£ 34 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pasquier $/td£ $td£ 32 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Andrey $/td£ $td£ 23 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pereira $/td£ $td£ 22 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ruffieux $/td£ $td£ 22 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Savary $/td£ $td£ 22 $/td£  $td£ 0.78% $/td£ $/tr£
¢ $/table£"
"699",2125,"Bulle",231,0.86,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ da Silva $/td£ $td£ 231 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ferreira $/td£ $td£ 194 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ dos Santos $/td£ $td£ 179 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pereira $/td£ $td£ 164 $/td£  $td£ 0.61% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pasquier $/td£ $td£ 151 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"700",2128,"Châtel-sur-Montsalvens",14,3.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Barras $/td£ $td£ 14 $/td£  $td£ 3.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ruffieux $/td£ $td£ 10 $/td£  $td£ 2.79% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Michel $/td£ $td£ 7 $/td£  $td£ 1.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaller $/td£ $td£ 7 $/td£  $td£ 1.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schuwey $/td£ $td£ 7 $/td£  $td£ 1.96% $/td£ $/tr£¢ $/table£"
"701",2129,"Corbières",31,2.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Blanc $/td£ $td£ 31 $/td£  $td£ 2.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Drompt $/td£ $td£ 19 $/td£  $td£ 1.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ruffieux $/td£ $td£ 17 $/td£  $td£ 1.63% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Repond $/td£ $td£ 13 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Magnin $/td£ $td£ 12 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Overney $/td£ $td£ 12 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pasquier $/td£ $td£ 12 $/td£  $td£ 1.15% $/td£ $/tr£
¢ $/table£"
"702",2130,"Crésuz",25,5.27,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ruffieux $/td£ $td£ 25 $/td£  $td£ 5.27% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Charrière $/td£ $td£ 10 $/td£  $td£ 2.11% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Roulin $/td£ $td£ 10 $/td£  $td£ 2.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rey $/td£ $td£ 8 $/td£  $td£ 1.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Eggertswyler $/td£ $td£ 7 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Oberson $/td£ $td£ 7 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pasquier $/td£ $td£ 7 $/td£  $td£ 1.48% $/td£ $/tr£
¢ $/table£"
"703",2131,"Echarlens",48,5.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gremaud $/td£ $td£ 48 $/td£  $td£ 5.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pugin $/td£ $td£ 41 $/td£  $td£ 4.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Deschenaux $/td£ $td£ 14 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pasquier $/td£ $td£ 13 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Buchs $/td£ $td£ 10 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ruffieux $/td£ $td£ 10 $/td£  $td£ 1.19% $/td£ $/tr£¢ $/table£"
"704",2134,"Grandvillard",73,8.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Borcard $/td£ $td£ 73 $/td£  $td£ 8.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Raboud $/td£ $td£ 42 $/td£  $td£ 4.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Beaud $/td£ $td£ 40 $/td£  $td£ 4.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Musy $/td£ $td£ 18 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jaquet $/td£ $td£ 17 $/td£  $td£ 1.98% $/td£ $/tr£¢ $/table£"
"705",2135,"Gruyères",57,2.48,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Castella $/td£ $td£ 57 $/td£  $td£ 2.48% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bussard $/td£ $td£ 41 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Doutaz $/td£ $td£ 41 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Murith $/td£ $td£ 39 $/td£  $td£ 1.7% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pasquier $/td£ $td£ 35 $/td£  $td£ 1.52% $/td£ $/tr£¢ $/table£"
"706",2137,"Hauteville",31,4.25,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schouwey $/td£ $td£ 31 $/td£  $td£ 4.25% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kolly $/td£ $td£ 15 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brodard $/td£ $td£ 13 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Magnin $/td£ $td£ 12 $/td£  $td£ 1.64% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pasquier $/td£ $td£ 11 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sottas $/td£ $td£ 11 $/td£  $td£ 1.51% $/td£ $/tr£¢ $/table£"
"707",2138,"Bellegarde",140,21.64,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buchs $/td£ $td£ 140 $/td£  $td£ 21.64% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mooser $/td£ $td£ 77 $/td£  $td£ 11.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rauber $/td£ $td£ 76 $/td£  $td£ 11.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schuwey $/td£ $td£ 68 $/td£  $td£ 10.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Thürler $/td£ $td£ 28 $/td£  $td£ 4.33% $/td£ $/tr£¢ $/table£"
"708",2140,"Marsens",29,1.37,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Philipona $/td£ $td£ 29 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gapany $/td£ $td£ 24 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Fragnière $/td£ $td£ 23 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gremaud $/td£ $td£ 21 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Monney $/td£ $td£ 21 $/td£  $td£ 0.99% $/td£ $/tr£¢ $/table£"
"709",2143,"Morlon",34,4.77,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Grandjean $/td£ $td£ 34 $/td£  $td£ 4.77% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scyboz $/td£ $td£ 25 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ruffieux $/td£ $td£ 17 $/td£  $td£ 2.38% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Barbey $/td£ $td£ 15 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Castella $/td£ $td£ 10 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gapany $/td£ $td£ 10 $/td£  $td£ 1.4% $/td£ $/tr£¢ $/table£"
"710",2145,"Le Pâquier (FR)",72,5.18,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Pasquier $/td£ $td£ 72 $/td£  $td£ 5.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gremaud $/td£ $td£ 36 $/td£  $td£ 2.59% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Morand $/td£ $td£ 27 $/td£  $td£ 1.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Andrey $/td£ $td£ 20 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Yerly $/td£ $td£ 17 $/td£  $td£ 1.22% $/td£ $/tr£¢ $/table£"
"711",2147,"Pont-la-Ville",38,6.21,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Risse $/td£ $td£ 38 $/td£  $td£ 6.21% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kolly $/td£ $td£ 33 $/td£  $td£ 5.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Tinguely $/td£ $td£ 28 $/td£  $td£ 4.58% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bapst $/td£ $td£ 23 $/td£  $td£ 3.76% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Maradan $/td£ $td£ 17 $/td£  $td£ 2.78% $/td£ $/tr£¢ $/table£"
"712",2148,"Riaz",42,1.45,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Pasquier $/td£ $td£ 42 $/td£  $td£ 1.45% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pugin $/td£ $td£ 34 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gremaud $/td£ $td£ 32 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Savary $/td£ $td£ 30 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bosson $/td£ $td£ 28 $/td£  $td£ 0.97% $/td£ $/tr£¢ $/table£"
"713",2149,"La Roche",145,7.8,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brodard $/td£ $td£ 145 $/td£  $td£ 7.8% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kolly $/td£ $td£ 57 $/td£  $td£ 3.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bapst $/td£ $td£ 55 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tinguely $/td£ $td£ 45 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Risse $/td£ $td£ 43 $/td£  $td£ 2.31% $/td£ $/tr£¢ $/table£"
"714",2152,"Sâles",68,4.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Menoud $/td£ $td£ 68 $/td£  $td£ 4.68% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Pasquier $/td£ $td£ 68 $/td£  $td£ 4.68% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Oberson $/td£ $td£ 61 $/td£  $td£ 4.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Seydoux $/td£ $td£ 48 $/td£  $td£ 3.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Descloux $/td£ $td£ 42 $/td£  $td£ 2.89% $/td£ $/tr£¢ $/table£"
"715",2153,"Sorens",65,5.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Romanens $/td£ $td£ 65 $/td£  $td£ 5.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Fragnière $/td£ $td£ 32 $/td£  $td£ 2.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Villoz $/td£ $td£ 28 $/td£  $td£ 2.55% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pasquier $/td£ $td£ 19 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Maillard $/td£ $td£ 18 $/td£  $td£ 1.64% $/td£ $/tr£¢ $/table£"
"716",2155,"Vaulruz",43,3.81,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Chollet $/td£ $td£ 43 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Seydoux $/td£ $td£ 40 $/td£  $td£ 3.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rouiller $/td£ $td£ 24 $/td£  $td£ 2.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Oberson $/td£ $td£ 22 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gobet $/td£ $td£ 16 $/td£  $td£ 1.42% $/td£ $/tr£¢ $/table£"
"717",2160,"Vuadens",70,2.74,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Moret $/td£ $td£ 70 $/td£  $td£ 2.74% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Genoud $/td£ $td£ 50 $/td£  $td£ 1.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Progin $/td£ $td£ 48 $/td£  $td£ 1.88% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gremaud $/td£ $td£ 41 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Déforel $/td£ $td£ 36 $/td£  $td£ 1.41% $/td£ $/tr£¢ $/table£"
"718",2162,"Bas-Intyamon",85,5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jaquet $/td£ $td£ 85 $/td£  $td£ 5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pharisa $/td£ $td£ 57 $/td£  $td£ 3.35% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Caille $/td£ $td£ 47 $/td£  $td£ 2.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grandjean $/td£ $td£ 25 $/td£  $td£ 1.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Geinoz $/td£ $td£ 21 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gremaud $/td£ $td£ 21 $/td£  $td£ 1.23% $/td£ $/tr£¢ $/table£"
