"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"296",574,"Brienzwiler",33,6.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schild $/td£ $td£ 33 $/td£  $td£ 6.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ von Bergen $/td£ $td£ 14 $/td£  $td£ 2.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Abplanalp $/td£ $td£ 11 $/td£  $td£ 2.26% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Eschmann $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fuchs $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gasser $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grossenbacher $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ 
$tr£ $td£ 4. $/td£ $td£ Heller $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Koch $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Leimgruber $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Perkuhn $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schild-von Allmen $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stähli $/td£ $td£ 4 $/td£  $td£ 0.82% $/td£ $/tr£
¢ $/table£"
"297",575,"Därligen",15,3.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dietrich $/td£ $td£ 15 $/td£  $td£ 3.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steuri $/td£ $td£ 11 $/td£  $td£ 2.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zimmermann $/td£ $td£ 10 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Balmer $/td£ $td£ 9 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rubin $/td£ $td£ 9 $/td£  $td£ 2.18% $/td£ $/tr£¢ $/table£"
"298",576,"Grindelwald",127,3.38,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kaufmann $/td£ $td£ 127 $/td£  $td£ 3.38% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bohren $/td£ $td£ 102 $/td£  $td£ 2.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brawand $/td£ $td£ 87 $/td£  $td£ 2.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 85 $/td£  $td£ 2.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Roth $/td£ $td£ 64 $/td£  $td£ 1.7% $/td£ $/tr£¢ $/table£"
"299",577,"Gsteigwiler",40,9.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Feuz $/td£ $td£ 40 $/td£  $td£ 9.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Häsler $/td£ $td£ 19 $/td£  $td£ 4.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bieri $/td£ $td£ 6 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dorner $/td£ $td£ 5 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Knecht $/td£ $td£ 5 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Mora $/td£ $td£ 5 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sager $/td£ $td£ 5 $/td£  $td£ 1.17% $/td£ $/tr£§ 
$tr£ $td£ 4. $/td£ $td£ Seiler $/td£ $td£ 5 $/td£  $td£ 1.17% $/td£ $/tr£¢ $/table£"
"300",578,"Gündlischwand",23,6.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gertsch $/td£ $td£ 23 $/td£  $td£ 6.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Alijaj $/td£ $td£ 9 $/td£  $td£ 2.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Steiner $/td£ $td£ 6 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Balmer $/td£ $td£ 5 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fuhrer $/td£ $td£ 5 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Haussener $/td£ $td£ 5 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 5 $/td£  $td£ 1.42% $/td£ $/tr£
¢ $/table£"
"301",579,"Habkern",143,23.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zurbuchen $/td£ $td£ 143 $/td£  $td£ 23.03% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Blatter $/td£ $td£ 42 $/td£  $td£ 6.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zenger $/td£ $td£ 35 $/td£  $td£ 5.64% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 27 $/td£  $td£ 4.35% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zybach $/td£ $td£ 19 $/td£  $td£ 3.06% $/td£ $/tr£¢ $/table£"
"302",580,"Hofstetten bei Brienz",34,6.26,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fuchs $/td£ $td£ 34 $/td£  $td£ 6.26% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Trauffer $/td£ $td£ 27 $/td£  $td£ 4.97% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Blatter $/td£ $td£ 21 $/td£  $td£ 3.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Flühmann $/td£ $td£ 20 $/td£  $td£ 3.68% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stähli $/td£ $td£ 20 $/td£  $td£ 3.68% $/td£ $/tr£¢ $/table£"
"303",581,"Interlaken",50,0.84,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 50 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ritschard $/td£ $td£ 46 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 35 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Michel $/td£ $td£ 32 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stähli $/td£ $td£ 30 $/td£  $td£ 0.51% $/td£ $/tr£¢ $/table£"
"304",582,"Iseltwald",43,10.41,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Abegglen $/td£ $td£ 43 $/td£  $td£ 10.41% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 34 $/td£  $td£ 8.23% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kaufmann $/td£ $td£ 22 $/td£  $td£ 5.33% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 10 $/td£  $td£ 2.42% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schilt $/td£ $td£ 8 $/td£  $td£ 1.94% $/td£ $/tr£¢ $/table£"
"305",584,"Lauterbrunnen",98,4.32,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 98 $/td£  $td£ 4.32% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gertsch $/td£ $td£ 49 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Feuz $/td£ $td£ 44 $/td£  $td£ 1.94% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 26 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stäger $/td£ $td£ 20 $/td£  $td£ 0.88% $/td£ $/tr£¢ $/table£"
"306",585,"Leissigen",44,3.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ringgenberg $/td£ $td£ 44 $/td£  $td£ 3.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steuri $/td£ $td£ 32 $/td£  $td£ 2.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 21 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dietrich $/td£ $td£ 16 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Steiner $/td£ $td£ 15 $/td£  $td£ 1.26% $/td£ $/tr£¢ $/table£"
"307",586,"Lütschental",21,9.46,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Teuscher $/td£ $td£ 21 $/td£  $td£ 9.46% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Anneler $/td£ $td£ 8 $/td£  $td£ 3.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Füegi $/td£ $td£ 7 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kolb $/td£ $td£ 7 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gertsch $/td£ $td£ 6 $/td£  $td£ 2.7% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schär $/td£ $td£ 6 $/td£  $td£ 2.7% $/td£ $/tr£¢ $/table£"
"308",587,"Matten bei Interlaken",48,1.15,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 48 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Michel $/td£ $td£ 42 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 37 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Feuz $/td£ $td£ 37 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zwahlen $/td£ $td£ 33 $/td£  $td£ 0.79% $/td£ $/tr£¢ $/table£"
"309",588,"Niederried bei Interlaken",10,2.7,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Studer $/td£ $td£ 10 $/td£  $td£ 2.7% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Grossen $/td£ $td£ 9 $/td£  $td£ 2.43% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Amacher $/td£ $td£ 8 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jaggi $/td£ $td£ 6 $/td£  $td£ 1.62% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pfister $/td£ $td£ 6 $/td£  $td£ 1.62% $/td£ $/tr£¢ $/table£"
"310",589,"Oberried am Brienzersee",29,6.12,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ruef $/td£ $td£ 29 $/td£  $td£ 6.12% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Amacher $/td£ $td£ 27 $/td£  $td£ 5.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Grossmann $/td£ $td£ 19 $/td£  $td£ 4.01% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Blatter $/td£ $td£ 11 $/td£  $td£ 2.32% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zurbuchen $/td£ $td£ 10 $/td£  $td£ 2.11% $/td£ $/tr£¢ $/table£"
"311",590,"Ringgenberg BE",62,2.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 62 $/td£  $td£ 2.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmocker $/td£ $td£ 53 $/td£  $td£ 2.08% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Imboden $/td£ $td£ 50 $/td£  $td£ 1.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frutiger $/td£ $td£ 48 $/td£  $td£ 1.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Abegglen $/td£ $td£ 43 $/td£  $td£ 1.69% $/td£ $/tr£¢ $/table£"
"312",591,"Saxeten",17,19.32,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Seematter $/td£ $td£ 17 $/td£  $td£ 19.32% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Roth $/td£ $td£ 4 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zingrich $/td£ $td£ 4 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Seematter-Wyss $/td£ $td£ 3 $/td£  $td£ 3.41% $/td£ $/tr£¢ $/table£"
"313",592,"Schwanden bei Brienz",32,4.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Mäder $/td£ $td£ 32 $/td£  $td£ 4.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schild $/td£ $td£ 23 $/td£  $td£ 3.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Egli $/td£ $td£ 18 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ernst $/td£ $td£ 16 $/td£  $td£ 2.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fischer $/td£ $td£ 16 $/td£  $td£ 2.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Flück $/td£ $td£ 16 $/td£  $td£ 2.47% $/td£ $/tr£¢ $/table£"
"314",593,"Unterseen",62,1.08,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 62 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Michel $/td£ $td£ 36 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wyss $/td£ $td£ 33 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 32 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Feuz $/td£ $td£ 31 $/td£  $td£ 0.54% $/td£ $/tr£¢ $/table£"
"315",594,"Wilderswil",63,2.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Balmer $/td£ $td£ 63 $/td£  $td£ 2.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wyss $/td£ $td£ 29 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ von Allmen $/td£ $td£ 28 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Michel $/td£ $td£ 20 $/td£  $td£ 0.74% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 18 $/td£  $td£ 0.67% $/td£ $/tr£¢ $/table£"
"316",602,"Arni BE",21,2.21,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Moser $/td£ $td£ 21 $/td£  $td£ 2.21% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Liechti $/td£ $td£ 17 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 17 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zürcher $/td£ $td£ 17 $/td£  $td£ 1.79% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schenk $/td£ $td£ 16 $/td£  $td£ 1.68% $/td£ $/tr£¢ $/table£"
"317",603,"Biglen",48,2.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Moser $/td£ $td£ 48 $/td£  $td£ 2.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gerber $/td£ $td£ 30 $/td£  $td£ 1.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 29 $/td£  $td£ 1.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wüthrich $/td£ $td£ 28 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Eichenberger $/td£ $td£ 20 $/td£  $td£ 1.08% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Krähenbühl $/td£ $td£ 20 $/td£  $td£ 1.08% $/td£ $/tr£¢ $/table£"
"318",605,"Bowil",38,2.84,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wüthrich $/td£ $td£ 38 $/td£  $td£ 2.84% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schüpbach $/td£ $td£ 32 $/td£  $td£ 2.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Siegenthaler $/td£ $td£ 28 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fankhauser $/td£ $td£ 27 $/td£  $td£ 2.02% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lüthi $/td£ $td£ 27 $/td£  $td£ 2.02% $/td£ $/tr£¢ $/table£"
"319",606,"Brenzikofen",23,4.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Tschanz $/td£ $td£ 23 $/td£  $td£ 4.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Krähenbühl $/td£ $td£ 22 $/td£  $td£ 4.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gerber $/td£ $td£ 18 $/td£  $td£ 3.69% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Huber $/td£ $td£ 13 $/td£  $td£ 2.66% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rupp $/td£ $td£ 10 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wüthrich $/td£ $td£ 10 $/td£  $td£ 2.05% $/td£ $/tr£¢ $/table£"
"320",607,"Freimettigen",17,3.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Moser $/td£ $td£ 17 $/td£  $td£ 3.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 10 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rutschi $/td£ $td£ 9 $/td£  $td£ 1.94% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schüpbach $/td£ $td£ 9 $/td£  $td£ 1.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hess $/td£ $td£ 8 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stucki $/td£ $td£ 8 $/td£  $td£ 1.72% $/td£ $/tr£¢ $/table£"
"321",608,"Grosshöchstetten",54,1.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wüthrich $/td£ $td£ 54 $/td£  $td£ 1.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gerber $/td£ $td£ 47 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Stettler $/td£ $td£ 46 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berger $/td£ $td£ 37 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hofer $/td£ $td£ 37 $/td£  $td£ 0.9% $/td£ $/tr£¢ $/table£"
"322",609,"Häutligen",43,16.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gäumann $/td£ $td£ 43 $/td£  $td£ 16.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brenzikofer $/td£ $td£ 9 $/td£  $td£ 3.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Dietrich $/td£ $td£ 9 $/td£  $td£ 3.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Graf $/td£ $td£ 9 $/td£  $td£ 3.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mosimann $/td£ $td£ 9 $/td£  $td£ 3.42% $/td£ $/tr£¢ $/table£"
"323",610,"Herbligen",17,2.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schüpbach $/td£ $td£ 17 $/td£  $td£ 2.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scheidegger $/td£ $td£ 15 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Moser $/td£ $td£ 14 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vogel $/td£ $td£ 14 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zwahlen $/td£ $td£ 13 $/td£  $td£ 2.13% $/td£ $/tr£¢ $/table£"
"324",611,"Kiesen",39,3.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Waber $/td£ $td£ 39 $/td£  $td£ 3.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Nydegger $/td£ $td£ 13 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 13 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Aebersold $/td£ $td£ 11 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 11 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lehmann $/td£ $td£ 11 $/td£  $td£ 1.09% $/td£ $/tr£¢ $/table£"
